sku,name,main_category,price,weight_grams,description_temp,composition_temp,source_note
034,Кани темпура,Запечённые и жареные роллы,285,,"Состав: огурец, крабовые палочки, майонез, сыр сливочный.",нори 1/2; рис 110г; огурец 20г; крабовые палочки 25г; майонез (78%) 25г; сыр сливочный 20г; соус устричный 5г; кунжут чб 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
035,Карбонад темпура,Запечённые и жареные роллы,289,,"Состав: лук зеленый, сыр сливочный.",нори 1/2; рис 110г; лук зеленый 5г; сыр сливочный 30г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
036,Краб темпура,Запечённые и жареные роллы,285,,"Состав: кунжут чб, соус лава, лук зеленый, крабовые палочки.",нори 1/2; рис 110г; кунжут чб 2г; соус лава 40г; лук зеленый 5г; крабовые палочки 25г; сыр сливочный 20г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
037,Филадельфия темпура,Запечённые и жареные роллы,395,,"Состав: сыр сливочный, огурец, лосось филе, соус унаги.",нори 1/2; рис 110г; сыр сливочный 30г; огурец 15г; лосось филе 25г; соус унаги 8г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
359,ОНИГИРИ С ЛОСОСЕМ,Суши и хенд-роллы,269,,"Состав: нори 1, рис +, наклейка 1, сыр сливочный.",нори (для онигири) 1; рис 60г + 20г; наклейка (с любовью) 1; сыр сливочный 5г; лосось филе 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
358,ОНИГИРИ С ЛОСОСЕМ ТЕРИЯКИ,Суши и хенд-роллы,255,,"Состав: нори 1, рис +, наклейка 1, лосось терияки.",нори (для онигири) 1; рис 60г + 20г; наклейка (с любовью) 1; лосось терияки 20г; лук зеленый 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
367,ОНИГИРИ С КРАБОМ,Суши и хенд-роллы,149,,"Состав: нори 1, рис +, огурец, крабовые палочки.",нори (для онигири) 1; рис 60г + 20г; огурец 10г; крабовые палочки 10г; майонез (67%) 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
356,ОНИГИРИ С КУРИЦЕЙ,Суши и хенд-роллы,149,,"Состав: нори 1, рис +, наклейка 1, огурец.",нори (для онигири) 1; рис 60г + 20г; наклейка (с любовью) 1; огурец 15г; кура 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
309,Гункан Краб спайси,Суши и хенд-роллы,79,,"Состав: нори 0,25, крабовые палочки, соус спайси.","нори 0,25; рис 20г; крабовые палочки 15г; соус спайси 3г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
314,Гункан Филадельфия,Суши и хенд-роллы,175,,"Состав: огурец, лосось филе.",рис 20г; огурец 15г; лосось филе 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
311,Гункан Тобико,Суши и хенд-роллы,199,,"Состав: нори 0,25, тобико.","нори 0,25; рис 20г; тобико 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
310,Гункан Икура,Суши и хенд-роллы,109,,"Состав: нори 0,25, икра лососевая.","нори 0,25; рис 20г; икра лососевая 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
307,Гункан Лосось спайси,Суши и хенд-роллы,155,,"Состав: нори 0,25, соус спайси, лосось филе.","нори 0,25; рис 20г; соус спайси 3г; лосось филе 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
313,Гункан Угорь спайси,Суши и хенд-роллы,165,,"Состав: нори 0,25, соус спайси, угорь.","нори 0,25; рис 20г; соус спайси 3г; угорь 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
312,Гункан Тунец спайси,Суши и хенд-роллы,99,,"Состав: нори 0,25, тунец, соус спайси.","нори 0,25; рис 20г; тунец 15г; соус спайси 3г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
308,Гункан Креветка спайси,Суши и хенд-роллы,119,,"Состав: нори 0,25, соус спайси, креветки.","нори 0,25; рис 20г; соус спайси 3г; креветки (отв) 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
035,гункан С ЛОСОСЕМ,Суши и хенд-роллы,155,,"Состав: нори 0,25, лосось филе.","нори 0,25; рис 20г; лосось филе 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
034,гункан С УГРЁМ,Суши и хенд-роллы,159,,"Состав: нори 0,25, угорь, соус унаги, кунжут ч/б.","нори 0,25; рис 20г; угорь 15г; соус унаги 5г; кунжут ч/б 2г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
033,гункан С ТУНЦОМ,Суши и хенд-роллы,99,,"Состав: нори 0,25, тунец.","нори 0,25; рис 20г; тунец 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
032,гункан С КРЕВЕТКОЙ,Суши и хенд-роллы,119,,"Состав: нори 0,25, креветки.","нори 0,25; рис 20г; креветки (отв) 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
031,суши С ЛОСОСЕМ,Суши и хенд-роллы,155,,"Состав: сыр сливочный, лосось филе.",рис 20г; сыр сливочный 5г; лосось филе 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
030,суши С УГРЁМ,Суши и хенд-роллы,155,,"Состав: нори 0,125, кунжут чб, соус унаги.","нори 0,125; рис 20г; кунжут чб 1г; соус унаги 3г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
029,суши С ТУНЦОМ,Суши и хенд-роллы,99,,"Состав: нори 0,125, сыр сливочный, тунец.","нори 0,125; рис 20г; сыр сливочный 5г; тунец 15г","Временное описание, собрано автоматически из menu-master.csv / ТТК."
028,суши С КРЕВЕТКОЙ,Суши и хенд-роллы,119,,"Состав: креветки, сыр сливочный.",рис 20г; креветки (отв) 15г; сыр сливочный 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
210,хенд ролл Тунец,Суши и хенд-роллы,219,,"Состав: тунец, соус устричный.",нори 2/3; рис 130г; тунец 30г; соус устричный 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
209,хенд ролл лава-Краб,Суши и хенд-роллы,189,,"Состав: соус лава, крабовые палочки, огурец.",нори 2/3; рис 130г; соус лава 15г; крабовые палочки 20г; огурец 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
208,хенд ролл Кура с корейской морковью,Суши и хенд-роллы,189,,"Состав: кура, морковь корейская, сыр сливочный.",нори 2/3; рис 130г; кура 20г; морковь корейская 10г; сыр сливочный 10г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
207,хенд ролл Лосось,Суши и хенд-роллы,269,,"Состав: сыр сливочный, огурец, лук зеленый.",нори 2/3; рис 130г; сыр сливочный 20г; огурец 20г; лук зеленый 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
645,ролл Манго-Лепесток,Роллы,799,,"Состав: сыр сливочный, авокадо, манго - на 3 стороны толстый слой, унаги соус не густой зигзаг.",нори 1/2; рис 130г; сыр сливочный 40г; авокадо 15г; манго - на 3 стороны толстый слой; унаги соус не густой зигзаг; икра тобико поверх унаги соуса; посыпать микрозеленью,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
410,Цезарь,Роллы,379,,"Состав: помидор, кура, сыр сливочный, салат айсберг.",нори 1/2; рис 130г; помидор 15г; кура 20г; сыр сливочный 10г; салат айсберг 15г; соус цезарь 15г; пармезан 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
407,Лава с шиитаке,Роллы,299,,"Состав: сыр сливочный, шиитаке, соус лава, кунжут чб.",нори 1/2; рис 130г; сыр сливочный 20г; шиитаке 20г; соус лава 40г; кунжут чб 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
024,Сливочный шиитаке,Роллы,229,,"Состав: сыр сливочный, кунжут чб.",нори 1/2; рис 130г; сыр сливочный 40г; кунжут чб 12г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
023,КАППА - ИРИ,Роллы,189,,"Состав: огурец, кунжут белый.",нори 1/2; рис 130г; огурец 20г; кунжут белый 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
046,Тортилья с курицей,Роллы,309,,"Состав: тортилья 1, велес карбонад, кура жареная, помидор.",тортилья (10д) 1; велес карбонад 20г; кура жареная 20г; помидор 15г; огурец 20г; сыр сливочный 40г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
020,Ред модель,Роллы,208,,"Состав: крабовые палочки, огурец, омлет, соус лава.",нори 1/2; рис 130г; крабовые палочки 20г; огурец 20г; омлет 10г; соус лава 40г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
043,Ямайка,Роллы,259,,"Состав: чука, крабовые палочки, кунжут чб, соус ореховый.",нори 1/2; рис 130г; чука 15г; крабовые палочки 30г; кунжут чб 8г; соус ореховый 10г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
040,Томато маки,Роллы,199,,"Состав: сыр сливочный, икра лососевая.",нори 2/3; рис 120г; сыр сливочный 30г; икра лососевая 8г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
041,Санрайз,Роллы,199,,"Состав: рис 120, кура, морковь корейская, сыр сливочный.",нори 2/3; рис 120; кура 20г; морковь корейская 10г; сыр сливочный 30г; соус чили сладкий 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
038,Каппа хосомаки,Роллы,199,,"Состав: огурец, сыр сливочный на, соус унаги на сыр, майонез на.",нори 2/3; рис 120г; огурец 30г; сыр сливочный на 4шт 10г; соус унаги на сыр 3г; майонез (67%) на 4шт 5г; кунжут чб 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
039,Сливочный огурец,Роллы,199,,"Состав: сыр сливочный, соус унаги.",нори 2/3; рис 120г; сыр сливочный 30г; соус унаги 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
003,Греческий,Роллы,279,,"Состав: салат пекинский, перец болгарский, р1, огурец.",нори 1/2; рис 130г; салат пекинский 10г; перец болгарский 10г; р1; огурец 15г; петрушка 15г; маслины 10г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
316,Сливочный масаго,Роллы,225,,"Состав: омлет, сыр сливочный, масаго на 1 сторону, соус устричный.",нори 1/2; рис 130г; омлет 20г; сыр сливочный 20г; масаго на 1 сторону 15г; соус устричный 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
011,Я́КУ,Роллы,209,,"Состав: сыр сливочный, омлет, помидор, кура.",нори 1/2; рис 130г; сыр сливочный 20г; омлет 10г; помидор 10г; кура 20г; кунжут белый 12г; соус сырный 8г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
015,Чикен маки,Роллы,199,,"Состав: огурец, помидор, кура, соус барбекю.",нори 2/3; рис 120г; огурец 10г; помидор 10г; кура 20г; соус барбекю 8г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
008,Фудзияма,Роллы,299,,"Состав: огурец, кура жареная, р1, кунжут чб.",нори 1/2; рис 130г; огурец 20г; кура жареная 25г; р1; кунжут чб 12г; сыр сливочный 40г; соус унаги 8г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
026,Торнадо,Роллы,275,,"Состав: сыр сливочный, лосось терияки, нори нарезка на 4 стороны, соус спайси.",нори 1/2; рис 130г; сыр сливочный 20г; лосось терияки 20г; нори нарезка на 4 стороны; соус спайси 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
044,Сакура,Роллы,229,,"Состав: крабовые палочки, омлет, огурец, сыр сливочный.",нори 1/2; рис 130г; крабовые палочки 20г; омлет 10г; огурец 10г; сыр сливочный 20г; соус лава 40г; лук зеленый перо 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
051,Кани икура,Роллы,259,,"Состав: крабовые палочки, нори нарезка на 4 стороны, сыр сливочный, масаго.",нори 1/2; рис 130г; крабовые палочки 20г; нори нарезка на 4 стороны; сыр сливочный 40г; масаго 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
021,Тортилья кай,Роллы,179,,"Состав: тортилья, кура, помидор.",тортилья 1 шт; кура 20г; помидор 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
013,Сливочный спайси,Роллы,295,,"Состав: сыр сливочный, огурец, омлет, кура жареная.",нори 1/2; рис 130г; сыр сливочный 10г; огурец 15г; омлет 15г; кура жареная 20г; соус спайси 15г; сыр сливочный 30г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
053,Ролл с лососем,Роллы,369,,"Состав: сыр сливочный на, икра лососевая.",нори 2/3; рис 120г; сыр сливочный 20г на 4 шт; икра лососевая 2г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
044,Чикен лава,Роллы,279,,"Состав: сыр сливочный, огурец, кура, соус лава.",нори 1/2; рис 130г; сыр сливочный 20г; огурец 20г; кура 25г; соус лава 40г; кунжут чб 4г; соус унаги 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
064,МАКИ УГОРЬ,Роллы,239,,"Состав: сыр сливочный, угорь, соус унаги, кунжут чб.",нори 2/3; рис 120г; сыр сливочный 10г; угорь 15г; соус унаги 8г; кунжут чб 4г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
055,МАКИ ТУНЕЦ,Роллы,199,,Состав: тунец.,нори 2/3; рис 120г; тунец 20г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
068,Маки креветка,Роллы,209,,"Состав: сыр сливочный, креветки.",нори 2/3; рис 120г; сыр сливочный 15г; креветки (отв) 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
065,Лава с лососем терияки,Роллы,289,,"Состав: лосось терияки, соус лава.",нори 1/2; рис 130г; лосось терияки 20г; соус лава 40г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
006,Маки краб,Роллы,205,,"Состав: крабовые палочки, огурец, соус лава.",нори 2/3; рис 120г; крабовые палочки 20г; огурец 10г; соус лава 20г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
042,Креветка-омлет,Роллы,299,,"Состав: креветки, омлет, сыр сливочный по бокам, огурец.",нори 1/2; рис 130г; креветки (отв) 20г; омлет 10г; сыр сливочный по бокам 10г; огурец 30г; соус устричный 8г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
057,ФИЛАДЕЛЬФИЯ В КУНЖУТЕ,Роллы,325,,"Состав: сыр сливочный, лосось филе, огурец, кунжут белый.",нори 1/2; рис 130г; сыр сливочный 20г; лосось филе 20г; огурец 20г; кунжут белый 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
053,КАТАНА,Роллы,415,,"Состав: сыр сливочный, о5, помидор, огурец.",нори 1/2; рис 130г; сыр сливочный 20г; о5; помидор 15г; огурец 15г; лосось филе 30г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
062,ТОЯМА,Роллы,445,,"Состав: огурец, лук зеленый, сыр сливочный, лосось филе.",нори 1/2; рис 130г; огурец 20г; лук зеленый 8г; сыр сливочный 30г; лосось филе 30г; соус чили сладкий 8г; кунжут чб 4г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
072,Лава с лососем и огуцом,Роллы,369,,"Состав: сыр сливочный, огурец, лосось филе, соус лава.",нори 1/2; рис 130г; сыр сливочный 20г; огурец 20г; лосось филе 20г; соус лава 40г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
325,Тортилья ЕвгеШОК🔥,Роллы,349,,"Состав: велес карбонад, тортилья 1, соус лава, табаджан.",велес карбонад 20г; тортилья 1; соус лава 40г; табаджан 10г; огурец 15г; помидор 15г; халапеньо 10г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
333,ЛАВА С КРЕВЕТКАМИ,Роллы,349,,"Состав: креветки, соус лава.",нори 1/2; рис 130г; креветки (отв) 20г; соус лава 40г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
324,тортилья с лососем,Роллы,399,,"Состав: тортилья 1, лосось филе, огурец, сыр сливочный.",тортилья (10д) 1; лосось филе 20г; огурец 20г; сыр сливочный 40г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
317,филадельфия круглая,Роллы,789,,"Состав: сыр сливочный, лосось филе.",нори 1/2; рис 110г; сыр сливочный 60г; лосось филе 80г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
095,Филадельфия классическая с огурцом,Роллы,649,,"Состав: огурец, сыр сливочный, лосось филе, сыр сливочный 4 цв.",нори 1/2; рис 130г; огурец 20г; сыр сливочный 60г; лосось филе 60г; сыр сливочный 4 цв 15г; икра лососевая 2г; лимон 4г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
085,Лайт филадельфия,Роллы,439,,"Состав: сыр сливочный, лосось филе.",нори 1/2; рис 130г; сыр сливочный 70г; лосось филе 30г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
086,Лайт филадельфия с огурцом,Роллы,429,,"Состав: сыр сливочный, лосось филе.",нори 1/2; рис 130г; сыр сливочный 50г; лосось филе 30г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
087,Филадельфия лайт с креветками,Роллы,489,,"Состав: креветки, лосось филе.",нори 1/2; рис 130г; креветки (отв) 20г; лосось филе 30г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
088,Филадельфия с чукой и крабом,Роллы,459,,"Состав: сыр сливочный, крабовые палочки, лосось филе, чука.",нори 1/2; рис 130г; сыр сливочный 40г; крабовые палочки 30г; лосось филе 30г; чука 10г; соус ореховый 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
089,Калифорния классическая,Роллы,339,,"Состав: майонез, огурец, краб, тобико на 3 стороны.",нори 1/2; рис 130г; майонез 10г; огурец 20г; краб 25г; тобико на 3 стороны 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
090,Филадельфия тобико,Роллы,459,,"Состав: сыр сливочный, лосось филе, тобико, соус унаги.",нори 1/2; рис 130г; сыр сливочный 60г; лосось филе 20г; тобико 10г; соус унаги 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
091,Снежный краб,Роллы,419,,"Состав: крабовые палочки, тобико, сыр сливочный, соус устричный.",нори 1/2; рис 130г; крабовые палочки 30г; тобико 15г; сыр сливочный 40г; соус устричный 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
092,Белая филадельфия,Роллы,479,,"Состав: сыр сливочный, лосось филе, икра лососевая.",нори 1/2; рис 130г; сыр сливочный 30г; лосось филе 30г; сыр сливочный 40г; икра лососевая 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
093,Калифорния с лососем,Роллы,589,,"Состав: огурец, майонез, авокадо, тобико на 3 стороны.",нори 1/2; рис 130г; огурец 15г; майонез (67%) 10г; авокадо 15г; тобико на 3 стороны 15г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
094,Изуми,Роллы,489,,"Состав: сыр сливочный, креветки, омлет, тобико на 3 стороны.",нори 1/2; рис 130г; сыр сливочный 20г; креветки (отв) 20г; омлет 20г; тобико на 3 стороны 15г; соус лава 40г; соус устричный 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
067,Филадельфия классическая,Роллы,629,,"Состав: сыр сливочный, лосось филе, икра лососевая на 2 цв, лимон на 2 цв.",нори 1/2; рис 130г; сыр сливочный 80г; лосось филе 60г; сыр сливочный 15г; икра лососевая 2г на 2 цв; лимон 4г на 2 цв,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
066,Филадельфия эби,Роллы,689,,"Состав: сыр сливочный, креветки, лук зеленый, лосось филе.",нори 1/2; рис 130г; сыр сливочный 40г; креветки (отв) 15г; лук зеленый 5г; лосось филе 60г; соус устричный 8г; кунжут чб 5г,"Временное описание, собрано автоматически из menu-master.csv / ТТК."
